"date","team","opponent","goals_scored","location","match_weight"
2013-06-27,"Lesotho","Namibia",1,"A",1
2013-06-28,"Spain","Denmark",2,"A",1
2013-06-29,"Japan","Germany",2,"A",2
2013-06-29,"Norway","France",0,"A",1
2013-06-29,"Lesotho","Namibia",3,"A",1
2013-06-29,"Australia","Netherlands",1,"A",1
2013-07-10,"Finland","Italy",0,"N",3
2013-07-10,"Denmark","Sweden",1,"A",3
2013-07-11,"Netherlands","Germany",0,"N",3
2013-07-11,"Iceland","Norway",1,"N",3
2013-07-12,"Spain","England",3,"N",3
2013-07-12,"Russia","France",1,"N",3
2013-07-13,"Denmark","Italy",1,"N",3
2013-07-13,"Sweden","Finland",5,"H",3
2013-07-14,"Germany","Iceland",3,"N",3
2013-07-14,"Netherlands","Norway",0,"N",3
2013-07-15,"Russia","England",1,"N",3
2013-07-15,"France","Spain",1,"N",3
2013-07-16,"Italy","Sweden",1,"A",3
2013-07-16,"Finland","Denmark",1,"N",3
2013-07-17,"Iceland","Netherlands",1,"N",3
2013-07-17,"Norway","Germany",1,"N",3
2013-07-18,"Spain","Russia",1,"N",3
2013-07-18,"England","France",0,"N",3
2013-07-21,"Iceland","Sweden",0,"A",3
2013-07-21,"Germany","Italy",1,"N",3
2013-07-22,"Spain","Norway",1,"N",3
2013-07-22,"Denmark","France",1,"N",3
2013-07-24,"Germany","Sweden",1,"A",3
2013-07-25,"Denmark","Norway",1,"N",3
2013-07-28,"Norway","Germany",0,"N",3
2013-07-04,"England","Sweden",1,"A",2
2013-07-05,"Russia","Norway",3,"A",1
2013-07-06,"Australia","France",2,"A",2
2013-07-11,"Malaysia","Thailand",2,"A",1
2013-07-13,"Malaysia","Thailand",0,"A",1
2013-07-20,"China PR","Japan",0,"N",1
2013-07-21,"Korea DPR","Korea Republic",2,"A",1
2013-07-24,"China PR","Korea Republic",2,"A",1
2013-07-25,"Korea DPR","Japan",0,"N",2
2013-07-27,"China PR","Korea DPR",0,"N",1
2013-07-27,"Japan","Korea Republic",1,"A",1
2013-08-14,"Belgium","Austria",1,"A",1
2013-08-20,"Poland","Czech Republic",4,"N",1
2013-08-20,"Slovakia","Hungary",3,"A",1
2013-08-20,"Bulgaria","FYR Macedonia",4,"A",1
2013-08-20,"Bosnia and Herzegovina","Slovenia",1,"A",1
2013-08-21,"Scotland","Serbia",1,"A",1
2013-08-22,"Bosnia and Herzegovina","Slovenia",3,"A",1
2013-08-22,"Bulgaria","FYR Macedonia",5,"A",1
2013-08-22,"Slovakia","Poland",1,"N",1
2013-08-22,"Czech Republic","Hungary",3,"A",1
2013-08-23,"Latvia","Lithuania",0,"A",1
2013-08-24,"Latvia","Estonia",0,"N",1
2013-08-25,"Estonia","Lithuania",4,"A",1
2013-09-20,"Romania","FYR Macedonia",9,"A",3
2013-09-20,"Italy","Estonia",5,"A",3
2013-09-21,"Russia","Germany",0,"A",3
2013-09-21,"Serbia","Switzerland",0,"A",3
2013-09-21,"Poland","Sweden",0,"A",3
2013-09-21,"Albania","Belgium",0,"A",3
2013-09-21,"Belarus","England",0,"A",3
2013-09-21,"Finland","Kazakhstan",2,"A",3
2013-09-21,"Bulgaria","Austria",0,"A",3
2013-09-22,"Slovakia","Republic of Ireland",0,"A",3
2013-09-22,"Scotland","Faroe Islands",7,"A",3
2013-09-25,"Belgium","Norway",1,"A",3
2013-09-25,"France","Kazakhstan",4,"A",3
2013-09-25,"Austria","Finland",1,"A",3
2013-09-26,"Republic of Ireland","Croatia",1,"A",3
2013-09-26,"Slovenia","Slovakia",3,"A",3
2013-09-26,"Romania","Italy",0,"A",3
2013-09-26,"Switzerland","Iceland",2,"A",3
2013-09-26,"Faroe Islands","Poland",0,"A",3
2013-09-26,"Bosnia and Herzegovina","Scotland",0,"A",3
2013-09-26,"Netherlands","Albania",4,"A",3
2013-09-26,"Portugal","Greece",5,"A",3
2013-09-26,"Belarus","Wales",0,"A",3
2013-09-26,"Turkey","England",0,"A",3
2013-09-03,"Mexico","USA",0,"A",1
2013-09-03,"Romania","Hungary",2,"A",1
2013-09-03,"Jordan","Laos",5,"A",1
2013-09-05,"Jordan","Laos",3,"A",1
2013-09-05,"Romania","Hungary",1,"A",1
2013-09-09,"Vietnam","Thailand",0,"N",1
2013-09-09,"Malaysia","Jordan",0,"N",1
2013-09-10,"Wales","Estonia",3,"A",1
2013-09-10,"Laos","Myanmar",0,"A",1
2013-09-10,"Philippines","Indonesia",6,"N",1
2013-09-11,"Thailand","Jordan",4,"N",1
2013-09-12,"Laos","Indonesia",2,"N",1
2013-09-13,"Malaysia","Vietnam",0,"N",1
2013-09-14,"Philippines","Myanmar",1,"A",1
2013-09-15,"Vietnam","Jordan",4,"N",1
2013-09-16,"Indonesia","Myanmar",0,"A",1
2013-09-17,"Thailand","Malaysia",6,"N",1
2013-09-18,"Laos","Philippines",2,"N",1
2013-09-20,"Czech Republic","France",0,"A",1
2013-09-22,"Nigeria","Japan",0,"A",1
2013-09-22,"New Zealand","Brazil",1,"N",1
2013-09-22,"Mexico","China PR",0,"N",1
2013-09-22,"Vietnam","Myanmar",3,"A",1
2013-09-25,"New Zealand","China PR",4,"N",1
2013-09-25,"Brazil","Mexico",4,"N",1
2013-09-25,"Denmark","Hungary",4,"A",1
2013-09-26,"Nigeria","Japan",0,"A",1
2013-09-28,"Swaziland","Namibia",0,"A",1
2013-10-26,"Slovakia","Croatia",1,"A",3
2013-10-26,"Germany","Slovenia",13,"A",3
2013-10-26,"Czech Republic","FYR Macedonia",3,"A",3
2013-10-26,"Denmark","Serbia",1,"A",3
2013-10-26,"Sweden","Bosnia and Herzegovina",1,"A",3
2013-10-26,"Northern Ireland","Scotland",0,"A",3
2013-10-26,"Belgium","Greece",7,"A",3
2013-10-26,"Albania","Norway",0,"A",3
2013-10-26,"Netherlands","Portugal",7,"A",3
2013-10-26,"Montenegro","Belarus",1,"A",3
2013-10-26,"Wales","England",0,"A",3
2013-10-26,"Kazakhstan","Bulgaria",1,"A",3
2013-10-26,"Austria","Hungary",3,"A",3
2013-10-27,"Estonia","Spain",0,"A",3
2013-10-27,"Malta","Israel",0,"A",3
2013-10-30,"Republic of Ireland","Slovenia",3,"A",3
2013-10-30,"Croatia","Germany",0,"A",3
2013-10-30,"Estonia","FYR Macedonia",2,"A",3
2013-10-30,"Czech Republic","Romania",0,"A",3
2013-10-30,"Bosnia and Herzegovina","Northern Ireland",0,"A",3
2013-10-30,"Greece","Albania",0,"A",3
2013-10-30,"Norway","Netherlands",2,"A",3
2013-10-31,"Russia","Slovakia",2,"A",3
2013-10-31,"Italy","Spain",0,"A",3
2013-10-31,"Iceland","Serbia",2,"A",3
2013-10-31,"Switzerland","Denmark",1,"A",3
2013-10-31,"Scotland","Poland",4,"A",3
2013-10-31,"Faroe Islands","Sweden",0,"A",3
2013-10-31,"Portugal","Belgium",1,"A",3
2013-10-31,"Ukraine","Montenegro",4,"A",3
2013-10-31,"England","Turkey",4,"A",3
2013-10-31,"Kazakhstan","Finland",0,"A",3
2013-10-31,"Bulgaria","Hungary",0,"A",3
2013-10-31,"France","Austria",3,"A",3
2013-10-19,"Singapore","Malaysia",0,"A",1
2013-10-20,"Australia","USA",0,"A",2
2013-10-23,"Laos","Malaysia",2,"A",1
2013-10-24,"Nepal","Qatar",6,"A",1
2013-10-25,"Poland","France",0,"A",1
2013-10-25,"Laos","Malaysia",0,"A",1
2013-10-26,"Nepal","Qatar",3,"A",1
2013-10-27,"New Zealand","USA",1,"A",1
2013-10-30,"Korea Republic","Canada",0,"A",1
2013-10-30,"New Zealand","USA",1,"A",1
2013-11-01,"Zimbabwe","Lesotho",5,"A",1
2013-11-23,"Germany","Slovakia",6,"A",3
2013-11-23,"Romania","Spain",0,"A",3
2013-11-23,"Poland","Northern Ireland",3,"A",3
2013-11-23,"Greece","Netherlands",0,"A",3
2013-11-23,"Wales","Montenegro",3,"A",3
2013-11-23,"Kazakhstan","Hungary",1,"A",3
2013-11-23,"France","Bulgaria",10,"A",3
2013-11-24,"Denmark","Malta",5,"A",3
2013-11-24,"Serbia","Israel",1,"A",3
2013-11-27,"Germany","Croatia",8,"A",3
2013-11-27,"Czech Republic","Spain",2,"A",3
2013-11-28,"Montenegro","Turkey",1,"A",3
2013-11-28,"Bulgaria","France",0,"A",3
2013-11-01,"Zimbabwe","Lesotho",5,"A",1
2013-11-03,"Zimbabwe","Lesotho",6,"A",1
2013-11-03,"Bahrain","Qatar",4,"A",1
2013-11-05,"Bahrain","Qatar",3,"A",1
2013-11-10,"Brazil","USA",1,"A",2
2013-11-24,"China PR","Australia",0,"A",1
2013-11-24,"Mexico","Canada",0,"A",1
2013-11-27,"China PR","Australia",1,"A",1
2013-12-09,"Laos","Vietnam",0,"N",1
2013-12-10,"Philippines","Myanmar",0,"A",1
2013-12-12,"Malaysia","Laos",3,"N",1
2013-12-12,"Chile","Brazil",0,"A",1
2013-12-12,"Scotland","Canada",0,"N",1
2013-12-13,"Vietnam","Philippines",7,"N",1
2013-12-14,"Thailand","Malaysia",6,"N",1
2013-12-15,"Vietnam","Myanmar",1,"A",1
2013-12-15,"Scotland","Brazil",1,"A",1
2013-12-15,"Canada","Chile",0,"N",1
2013-12-16,"Laos","Thailand",0,"N",1
2013-12-18,"Malaysia","Vietnam",0,"N",1
2013-12-18,"Thailand","Myanmar",2,"A",1
2013-12-18,"Canada","Brazil",0,"A",2
2013-12-18,"Scotland","Chile",3,"N",1
2013-12-20,"Vietnam","Thailand",1,"N",1
2013-12-20,"Malaysia","Myanmar",0,"A",1
2013-12-21,"Lesotho","Zimbabwe",0,"A",1
2013-12-22,"Scotland","Canada",0,"N",1
2013-12-22,"Chile","Brazil",0,"A",1
2014-01-12,"Hong Kong","China PR",0,"A",1
2014-01-14,"Senegal","Algeria",2,"A",1
2014-01-14,"Switzerland","Portugal",2,"A",1
2014-01-14,"Norway","Spain",2,"A",1
2014-01-15,"Romania","Greece",4,"A",1
2014-01-16,"Switzerland","Portugal",2,"A",1
2014-01-17,"Norway","England",1,"N",1
2014-01-17,"Senegal","Algeria",0,"A",1
2014-01-22,"Zimbabwe","Egypt",2,"A",1
2014-01-25,"Zimbabwe","Egypt",2,"A",1
2014-01-31,"Canada","USA",0,"A",2
2014-02-12,"Switzerland","Israel",5,"A",3
2014-02-12,"Belgium","Netherlands",1,"A",3
2014-02-12,"Albania","Portugal",1,"A",3
2014-02-13,"Czech Republic","Italy",1,"A",3
2014-02-13,"FYR Macedonia","Spain",0,"A",3
2014-02-13,"Serbia","Malta",3,"A",3
2014-02-13,"Norway","Greece",5,"A",3
2014-02-13,"Ukraine","Turkey",1,"A",3
2014-02-14,"Tanzania","Zambia",1,"A",3
2014-02-14,"Morocco","Algeria",0,"A",3
2014-02-14,"Zimbabwe","Botswana",1,"A",3
2014-02-15,"Mali","C担te d'Ivoire",0,"A",3
2014-02-16,"Tunisia","Egypt",3,"A",3
2014-02-16,"Kenya","Rwanda",0,"A",3
2014-02-16,"Ghana","Burkina Faso",3,"A",3
2014-02-28,"C担te d'Ivoire","Mali",1,"A",3
2014-02-28,"Zambia","Tanzania",1,"A",3
2014-02-07,"Botswana","Swaziland",3,"A",1
2014-02-08,"Botswana","Swaziland",3,"A",1
2014-02-08,"Sweden","France",0,"A",2
2014-02-08,"Poland","Belgium",0,"A",1
2014-02-08,"Russia","USA",0,"A",1
2014-02-11,"New Zealand","China PR",0,"A",1
2014-02-11,"Mexico","Korea DPR",0,"N",1
2014-02-12,"Poland","Luxembourg",12,"A",1
2014-02-13,"Mexico","China PR",1,"A",1
2014-02-13,"Korea DPR","New Zealand",1,"N",1
2014-02-13,"Scotland","Finland",1,"A",1
2014-02-15,"Korea DPR","China PR",0,"A",1
2014-02-15,"New Zealand","Mexico",1,"N",1
2014-03-15,"Venezuela","Costa Rica",3,"N",NA
2014-03-15,"Zambia","Italy",0,"N",NA
2014-03-15,"Canada","Germany",2,"N",NA
2014-03-15,"Korea DPR","Ghana",0,"N",NA
2014-03-16,"Paraguay","New Zealand",1,"N",NA
2014-03-16,"Japan","Spain",2,"N",NA
2014-03-16,"Colombia","Mexico",0,"N",NA
2014-03-16,"Nigeria","China PR",2,"N",NA
2014-03-18,"Italy","Costa Rica",1,"N",NA
2014-03-18,"Zambia","Venezuela",0,"N",NA
2014-03-18,"Canada","Korea DPR",1,"N",NA
2014-03-18,"Germany","Ghana",0,"N",NA
2014-03-19,"Japan","Paraguay",10,"N",NA
2014-03-19,"Spain","New Zealand",3,"N",NA
2014-03-19,"Nigeria","Colombia",2,"N",NA
2014-03-19,"China PR","Mexico",0,"N",NA
2014-03-22,"Italy","Venezuela",0,"N",NA
2014-03-22,"Costa Rica","Zambia",1,"N",NA
2014-03-22,"Germany","Korea DPR",3,"N",NA
2014-03-22,"Ghana","Canada",1,"N",NA
2014-03-23,"New Zealand","Japan",0,"N",NA
2014-03-23,"Spain","Paraguay",7,"N",NA
2014-03-23,"Mexico","Nigeria",0,"N",NA
2014-03-23,"China PR","Colombia",3,"N",NA
2014-03-27,"Spain","Nigeria",3,"N",NA
2014-03-27,"Canada","Venezuela",2,"N",NA
2014-03-27,"Italy","Ghana",2,"N",NA
2014-03-27,"Mexico","Japan",0,"N",NA
2014-03-31,"Spain","Italy",2,"N",NA
2014-03-31,"Japan","Venezuela",4,"N",NA
2014-03-01,"Burkina Faso","Ghana",0,"A",3
2014-03-01,"Algeria","Morocco",0,"A",3
2014-03-01,"Egypt","Tunisia",2,"A",3
2014-03-02,"Rwanda","Kenya",1,"A",3
2014-03-02,"Botswana","Zimbabwe",1,"A",3
2014-03-01,"Latvia","Estonia",2,"A",1
2014-03-03,"Estonia","Northern Ireland",0,"A",1
2014-03-05,"Estonia","Northern Ireland",0,"A",1
2014-03-05,"Republic of Ireland","New Zealand",1,"N",1
2014-03-05,"Denmark","Sweden",0,"N",1
2014-03-05,"Austria","Portugal",2,"A",1
2014-03-05,"Iceland","Germany",0,"N",1
2014-03-05,"USA","Japan",1,"N",2
2014-03-05,"Korea Republic","Switzerland",1,"N",1
2014-03-05,"Australia","Netherlands",2,"N",1
2014-03-05,"Finland","Canada",0,"N",1
2014-03-05,"Italy","England",0,"N",1
2014-03-05,"Scotland","France",1,"N",1
2014-03-05,"Korea DPR","Russia",2,"N",1
2014-03-05,"China PR","Norway",1,"N",1
2014-03-06,"Slovakia","Chinese Taipei",4,"N",1
2014-03-06,"Slovenia","Bosnia and Herzegovina",2,"A",1
2014-03-07,"New Zealand","Switzerland",1,"N",1
2014-03-07,"Hungary","Croatia",2,"A",1
2014-03-07,"Korea Republic","Republic of Ireland",1,"N",1
2014-03-07,"Denmark","Japan",0,"N",1
2014-03-07,"USA","Sweden",0,"N",2
2014-03-07,"China PR","Germany",0,"N",1
2014-03-07,"Russia","Portugal",3,"A",1
2014-03-07,"Romania","Wales",1,"A",1
2014-03-07,"England","Finland",3,"N",1
2014-03-07,"Netherlands","Scotland",3,"N",1
2014-03-07,"Iceland","Norway",2,"N",1
2014-03-07,"France","Australia",3,"N",2
2014-03-07,"Canada","Italy",3,"N",1
2014-03-07,"Korea DPR","Austria",2,"N",1
2014-03-08,"Slovakia","Belarus",2,"N",1
2014-03-08,"Argentina","Chile",0,"A",1
2014-03-08,"Venezuela","Colombia",1,"N",1
2014-03-08,"Uruguay","Brazil",0,"N",1
2014-03-08,"Liberia","Sierra Leone",0,"A",1
2014-03-09,"Poland","Croatia",3,"A",1
2014-03-09,"Romania","Wales",0,"A",1
2014-03-10,"Germany","Norway",3,"N",2
2014-03-10,"Sweden","Japan",1,"N",2
2014-03-10,"Denmark","USA",5,"N",1
2014-03-10,"Republic of Ireland","Switzerland",2,"N",1
2014-03-10,"New Zealand","Korea Republic",0,"N",1
2014-03-10,"Venezuela","Brazil",0,"N",1
2014-03-10,"Chinese Taipei","Belarus",2,"N",1
2014-03-10,"Bolivia","Argentina",0,"N",1
2014-03-10,"Uruguay","Colombia",0,"N",1
2014-03-10,"Finland","Italy",1,"N",1
2014-03-10,"Canada","England",0,"N",1
2014-03-10,"Scotland","Australia",4,"N",1
2014-03-10,"France","Netherlands",3,"N",1
2014-03-10,"Korea DPR","Portugal",2,"A",1
2014-03-10,"Iceland","China PR",1,"N",1
2014-03-10,"Russia","Austria",2,"N",1
2014-03-11,"Hungary","Poland",4,"N",1
2014-03-12,"Colombia","Brazil",1,"N",1
2014-03-12,"Venezuela","Uruguay",4,"N",1
2014-03-12,"Cyprus","Greece",0,"A",1
2014-03-12,"Korea DPR","USA",0,"N",2
2014-03-12,"Denmark","China PR",1,"N",1
2014-03-12,"Austria","Portugal",2,"A",1
2014-03-12,"Japan","Germany",0,"N",2
2014-03-12,"Russia","Norway",1,"N",1
2014-03-12,"Italy","Australia",2,"N",1
2014-03-12,"Finland","New Zealand",0,"N",1
2014-03-12,"Netherlands","Switzerland",4,"N",1
2014-03-12,"Sweden","Iceland",1,"N",1
2014-03-12,"Republic of Ireland","Canada",1,"N",1
2014-03-12,"Scotland","Korea Republic",1,"N",1
2014-03-12,"France","England",2,"N",1
2014-03-12,"Bolivia","Chile",0,"A",1
2014-03-14,"Argentina","Brazil",0,"N",1
2014-03-14,"Venezuela","Chile",0,"A",1
2014-03-16,"Argentina","Chile",2,"A",1
2014-03-16,"Brazil","Venezuela",2,"N",1
2014-03-21,"Ghana","Namibia",3,"A",1
2014-03-25,"Ghana","Namibia",3,"A",1
2014-03-30,"Ethiopia","Namibia",0,"A",1
2014-04-04,"Italy","Venezuela",4,"N",NA
2014-04-04,"Spain","Japan",0,"N",NA
2014-04-04,"Wales","Turkey",5,"A",3
2014-04-05,"Germany","Republic of Ireland",3,"A",3
2014-04-05,"Slovenia","Russia",1,"A",3
2014-04-05,"Spain","Italy",0,"A",3
2014-04-05,"Iceland","Israel",1,"A",3
2014-04-05,"Malta","Switzerland",0,"A",3
2014-04-05,"Poland","Scotland",0,"A",3
2014-04-05,"Bosnia and Herzegovina","Faroe Islands",1,"A",3
2014-04-05,"Sweden","Northern Ireland",4,"A",3
2014-04-05,"Belgium","Albania",6,"A",3
2014-04-05,"Netherlands","Greece",6,"A",3
2014-04-05,"Montenegro","England",0,"A",3
2014-04-05,"Austria","Bulgaria",6,"A",3
2014-04-05,"Finland","Hungary",4,"A",3
2014-04-05,"Kazakhstan","France",0,"A",3
2014-04-09,"Croatia","Russia",0,"A",3
2014-04-09,"Greece","Portugal",0,"A",3
2014-04-09,"Ukraine","Wales",1,"A",3
2014-04-09,"Austria","France",1,"A",3
2014-04-10,"Slovenia","Germany",0,"A",3
2014-04-10,"Spain","FYR Macedonia",10,"A",3
2014-04-10,"Italy","Romania",2,"A",3
2014-04-10,"Iceland","Malta",8,"A",3
2014-04-10,"Denmark","Switzerland",1,"A",3
2014-04-10,"Scotland","Bosnia and Herzegovina",3,"A",3
2014-04-10,"Northern Ireland","Faroe Islands",0,"A",3
2014-04-10,"Albania","Netherlands",1,"A",3
2014-04-10,"Norway","Belgium",2,"A",3
2014-04-10,"Belarus","Montenegro",7,"A",3
2014-04-10,"Hungary","Finland",0,"A",3
2014-04-26,"Estonia","Czech Republic",0,"A",3
2014-04-06,"China PR","USA",0,"A",1
2014-04-06,"Cameroon","Ethiopia",0,"A",1
2014-04-06,"Brazil","Australia",1,"A",1
2014-04-08,"Cyprus","Luxembourg",4,"A",1
2014-04-09,"Brazil","Australia",1,"A",1
2014-04-10,"China PR","USA",0,"A",1
2014-04-12,"Zimbabwe","South Africa",2,"A",1
2014-04-15,"Qatar","Palestine",0,"N",1
2014-04-15,"Bahrain","Jordan",0,"A",1
2014-04-17,"Qatar","Jordan",0,"A",1
2014-04-17,"Palestine","Bahrain",4,"N",1
2014-04-19,"Palestine","Jordan",0,"A",1
2014-04-19,"Qatar","Bahrain",2,"N",1
2014-04-29,"Cameroon","Nigeria",0,"A",1
2014-04-30,"C担te d'Ivoire","Algeria",3,"A",1
2014-05-07,"Russia","Republic of Ireland",3,"A",3
2014-05-07,"Romania","Czech Republic",0,"A",3
2014-05-07,"Israel","Malta",2,"A",3
2014-05-07,"Portugal","Norway",0,"A",3
2014-05-07,"Netherlands","Belgium",2,"A",3
2014-05-07,"Turkey","Belarus",2,"A",3
2014-05-07,"Bulgaria","Kazakhstan",1,"A",3
2014-05-07,"Hungary","France",0,"A",3
2014-05-08,"Croatia","Slovenia",3,"A",3
2014-05-08,"Slovakia","Germany",1,"A",3
2014-05-08,"Italy","FYR Macedonia",11,"A",3
2014-05-08,"Spain","Estonia",5,"A",3
2014-05-08,"Iceland","Switzerland",0,"A",3
2014-05-08,"Serbia","Denmark",1,"A",3
2014-05-08,"Poland","Faroe Islands",3,"A",3
2014-05-08,"Northern Ireland","Sweden",0,"A",3
2014-05-08,"Montenegro","Wales",0,"A",3
2014-05-08,"Ukraine","England",0,"A",3
2014-05-14,"Jordan","Vietnam",1,"A",3
2014-05-14,"Japan","Australia",2,"N",3
2014-05-15,"Korea Republic","Myanmar",12,"N",3
2014-05-15,"Thailand","China PR",0,"N",3
2014-05-16,"Jordan","Australia",1,"N",3
2014-05-16,"Japan","Vietnam",4,"A",3
2014-05-17,"Myanmar","China PR",0,"N",3
2014-05-17,"Thailand","Korea Republic",0,"N",3
2014-05-18,"Australia","Vietnam",2,"A",3
2014-05-18,"Jordan","Japan",0,"N",3
2014-05-19,"Thailand","Myanmar",2,"N",3
2014-05-19,"Korea Republic","China PR",0,"N",3
2014-05-21,"Thailand","Vietnam",2,"A",3
2014-05-22,"China PR","Japan",1,"N",3
2014-05-22,"Australia","Korea Republic",2,"N",3
2014-05-25,"Korea Republic","China PR",1,"N",3
2014-05-25,"Australia","Japan",0,"N",3
2014-05-23,"South Africa","Comoros",13,"A",3
2014-05-23,"Equatorial Guinea","C担te d'Ivoire",1,"A",3
2014-05-23,"Tunisia","Algeria",1,"A",3
2014-05-24,"Nigeria","Rwanda",4,"A",3
2014-05-24,"Cameroon","Senegal",1,"A",3
2014-05-25,"Zambia","Zimbabwe",1,"A",3
2014-05-25,"Ghana","Ethiopia",2,"A",3
2014-05-20,"Belize","Honduras",0,"N",3
2014-05-20,"Panama","Guatemala",0,"A",3
2014-05-20,"El Salvador","Nicaragua",2,"N",3
2014-05-22,"Panama","Belize",13,"N",3
2014-05-22,"Honduras","Guatemala",2,"A",3
2014-05-22,"Costa Rica","El Salvador",4,"N",3
2014-05-23,"St. Vincent / Grenadines","Aruba",2,"N",3
2014-05-23,"US Virgin Islands","Antigua and Barbuda",0,"A",3
2014-05-23,"Barbados","Martinique",1,"N",3
2014-05-23,"St. Kitts and Nevis","Cayman Islands",5,"N",3
2014-05-23,"Bermuda","Turks and Caicos Islands",5,"A",3
2014-05-24,"Honduras","Panama",1,"N",3
2014-05-24,"Belize","Guatemala",0,"A",3
2014-05-24,"Nicaragua","Costa Rica",0,"N",3
2014-05-25,"US Virgin Islands","St. Vincent / Grenadines",0,"N",3
2014-05-25,"Aruba","Antigua and Barbuda",0,"A",3
2014-05-25,"Barbados","Puerto Rico",0,"A",3
2014-05-25,"Cayman Islands","Bermuda",2,"N",3
2014-05-25,"St. Kitts and Nevis","Turks and Caicos Islands",4,"A",3
2014-05-26,"Costa Rica","Guatemala",3,"A",3
2014-05-27,"Aruba","US Virgin Islands",0,"N",3
2014-05-27,"St. Vincent / Grenadines","Antigua and Barbuda",0,"A",3
2014-05-27,"Martinique","Puerto Rico",1,"A",3
2014-05-27,"Bermuda","St. Kitts and Nevis",3,"N",3
2014-05-27,"Cayman Islands","Turks and Caicos Islands",3,"A",3
2014-05-30,"Suriname","Cuba",0,"N",3
2014-06-01,"Suriname","Haiti",0,"A",3
2014-05-03,"C担te d'Ivoire","Algeria",2,"A",1
2014-05-05,"Hong Kong","China PR",0,"A",1
2014-05-08,"New Zealand","Japan",1,"A",1
2014-05-08,"USA","Canada",1,"A",2
2014-05-08,"Vietnam","Korea Republic",0,"A",1
2014-05-09,"Chinese Taipei","China PR",0,"A",1
2014-05-10,"Guatemala","El Salvador",1,"A",1
2014-05-13,"Rwanda","Zambia",0,"A",1
2014-05-17,"El Salvador","Guatemala",1,"A",1
2014-06-14,"Croatia","Republic of Ireland",0,"A",3
2014-06-14,"Russia","Slovenia",2,"A",3
2014-06-14,"Italy","Czech Republic",4,"A",3
2014-06-14,"Israel","Switzerland",0,"A",3
2014-06-14,"Malta","Serbia",0,"A",3
2014-06-14,"Northern Ireland","Bosnia and Herzegovina",0,"A",3
2014-06-14,"Sweden","Scotland",3,"A",3
2014-06-14,"Greece","Norway",0,"A",3
2014-06-14,"Portugal","Albania",3,"A",3
2014-06-14,"England","Belarus",3,"A",3
2014-06-14,"Turkey","Wales",0,"A",3
2014-06-14,"Montenegro","Ukraine",0,"A",3
2014-06-14,"Hungary","Kazakhstan",2,"A",3
2014-06-14,"Finland","Austria",1,"A",3
2014-06-15,"FYR Macedonia","Estonia",1,"A",3
2014-06-15,"Iceland","Denmark",1,"A",3
2014-06-18,"FYR Macedonia","Czech Republic",2,"A",3
2014-06-18,"Poland","Bosnia and Herzegovina",1,"A",3
2014-06-18,"Norway","Portugal",2,"A",3
2014-06-18,"Bulgaria","Finland",0,"A",3
2014-06-19,"Republic of Ireland","Russia",0,"A",3
2014-06-19,"Croatia","Slovakia",1,"A",3
2014-06-19,"Romania","Estonia",2,"A",3
2014-06-19,"Denmark","Israel",5,"A",3
2014-06-19,"Switzerland","Serbia",7,"A",3
2014-06-19,"Malta","Iceland",0,"A",3
2014-06-19,"Sweden","Faroe Islands",5,"A",3
2014-06-19,"Scotland","Northern Ireland",2,"A",3
2014-06-19,"Wales","Belarus",3,"A",3
2014-06-19,"Turkey","Montenegro",3,"A",3
2014-06-19,"England","Ukraine",2,"A",3
2014-06-19,"Austria","Kazakhstan",3,"A",3
2014-06-07,"C担te d'Ivoire","Equatorial Guinea",2,"A",3
2014-06-07,"Rwanda","Nigeria",0,"A",3
2014-06-08,"Zimbabwe","Zambia",0,"A",3
2014-06-08,"Senegal","Cameroon",0,"A",3
2014-06-08,"Algeria","Tunisia",3,"A",3
2014-06-08,"Ethiopia","Ghana",0,"A",3
2014-06-01,"Suriname","Haiti",0,"A",3
2014-06-03,"Cuba","Haiti",0,"A",3
2014-06-18,"St. Lucia","Dominican Republic",0,"A",3
2014-06-20,"St. Lucia","Jamaica",0,"N",3
2014-06-22,"Jamaica","Dominican Republic",7,"A",3
2014-06-06,"Latvia","Lithuania",0,"A",1
2014-06-07,"Latvia","Estonia",0,"N",1
2014-06-07,"Botswana","South Africa",0,"A",1
2014-06-08,"Estonia","Lithuania",3,"A",1
2014-06-11,"Brazil","France",0,"N",2
2014-06-14,"France","USA",0,"A",2
2014-06-16,"Brazil","New Zealand",1,"A",1
2014-06-18,"Germany","Canada",2,"A",2
2014-06-19,"France","USA",2,"A",2
2014-06-19,"Brazil","New Zealand",0,"A",1
2014-07-02,"Luxembourg","Andorra",4,"N",1
2014-07-05,"South Africa","Namibia",2,"A",1
2014-07-06,"Venezuela","Trinidad and Tobago",0,"A",1
2014-07-08,"Venezuela","Trinidad and Tobago",2,"A",1
2014-07-11,"South Africa","Zimbabwe",0,"A",1
2014-07-16,"Estonia","Poland",1,"A",1
2014-07-22,"Macau","Guam",0,"A",1
2014-07-23,"Hungary","Romania",1,"A",1
2014-07-27,"Thailand","Myanmar",0,"A",1
2014-08-14,"Venezuela","Papua New Guinea",7,"N",NA
2014-08-14,"Mexico","China PR",0,"A",NA
2014-08-17,"Slovakia","Venezuela",2,"N",NA
2014-08-17,"Namibia","Mexico",0,"N",NA
2014-08-20,"Papua New Guinea","Slovakia",0,"N",NA
2014-08-20,"China PR","Namibia",10,"H",NA
2014-08-23,"Mexico","Venezuela",1,"N",NA
2014-08-23,"Slovakia","China PR",0,"A",NA
